field.ranges0,field.ranges1,field.ranges2,field.ranges3,field.ranges4,field.ranges5,field.ranges6,field.ranges7,field.ranges8,field.ranges9,field.ranges10,field.ranges11,field.ranges12,field.ranges13,field.ranges14,field.ranges15,field.ranges16,field.ranges17,field.ranges18,field.ranges19,field.ranges20,field.ranges21,field.ranges22,field.ranges23,field.ranges24,field.ranges25,field.ranges26,field.ranges27,field.ranges28,field.ranges29,field.ranges30,field.ranges31,field.ranges32,field.ranges33,field.ranges34,field.ranges35,field.ranges36,field.ranges37,field.ranges38,field.ranges39,field.ranges40,field.ranges41,field.ranges42,field.ranges43,field.ranges44,field.ranges45,field.ranges46,field.ranges47,field.ranges48,field.ranges49,field.ranges50,field.ranges51,field.ranges52,field.ranges53,field.ranges54,field.ranges55,field.ranges56,field.ranges57,field.ranges58,field.ranges59,field.ranges60,field.ranges61,field.ranges62,field.ranges63,field.ranges64,field.ranges65,field.ranges66,field.ranges67,field.ranges68,field.ranges69,field.ranges70,field.ranges71,field.ranges72,field.ranges73,field.ranges74,field.ranges75,field.ranges76,field.ranges77,field.ranges78,field.ranges79,field.ranges80,field.ranges81,field.ranges82,field.ranges83,field.ranges84,field.ranges85,field.ranges86,field.ranges87,field.ranges88,field.ranges89
4.52548360825,4.76980638504,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.2120423317,1.93981945515,1.75976550579,1.70804107189,1.62157821655,1.58006155491,1.54294288158,1.50992512703,1.52133452892,1.496265769,1.51638889313,1.49920880795,1.52874898911,1.56394839287,1.60541260242,1.65389728546,1.71034491062,1.82596170902,1.95650219917,2.10491466522,2.43658137321,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.96619808674,1.17023742199,0.813936531544,0.638025164604,0.521977484226,0.446163892746,0.390378475189,0.355389237404,0.319584876299,0.282553613186,0.268202632666,0.278885155916,0.291304320097,0.305778086185,0.300702095032,0.339127033949,0.350184440613,0.385429829359,0.419297903776,0.45222890377,0.506631135941,0.559823572636,0.654584109783,0.789353132248,0.963349163532,2.76406240463,2.89905619621,3.1660387516,3.64014172554,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.52827501297,4.06194210052,3.76825332642,3.51814460754,3.3285446167,3.19612264633
4.52548360825,4.76980638504,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.2120423317,1.93981945515,1.75976550579,1.70804107189,1.62157821655,1.58006155491,1.54294288158,1.50992512703,1.52133452892,1.496265769,1.51638889313,1.49920880795,1.52874898911,1.56394839287,1.60541260242,1.65389728546,1.71034491062,1.82596170902,1.95650219917,2.10491466522,2.43658137321,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.96619808674,1.17023742199,0.813936531544,0.638025164604,0.521977484226,0.446163892746,0.390378475189,0.355389237404,0.319584876299,0.282553613186,0.268202632666,0.278885155916,0.291304320097,0.305778086185,0.300702095032,0.339127033949,0.350184440613,0.385429829359,0.419297903776,0.45222890377,0.506631135941,0.559823572636,0.654584109783,0.789353132248,0.963349163532,2.76406240463,2.89905619621,3.1660387516,3.64014172554,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.52827501297,4.06194210052,3.76825332642,3.51814460754,3.3285446167,3.19612264633
4.52548360825,4.76980638504,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.2120423317,1.93981945515,1.75976550579,1.70804107189,1.62157821655,1.58006155491,1.54294288158,1.50992512703,1.52133452892,1.496265769,1.51638889313,1.49920880795,1.52874898911,1.56394839287,1.60541260242,1.65389728546,1.71034491062,1.82596170902,1.95650219917,2.10491466522,2.43658137321,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.96619808674,1.17023742199,0.813936531544,0.638025164604,0.521977484226,0.446163892746,0.390378475189,0.355389237404,0.319584876299,0.282553613186,0.268202632666,0.278885155916,0.291304320097,0.305778086185,0.300702095032,0.339127033949,0.350184440613,0.385429829359,0.419297903776,0.45222890377,0.506631135941,0.559823572636,0.654584109783,0.789353132248,0.963349163532,2.76406240463,2.89905619621,3.1660387516,3.64014172554,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.52827501297,4.06194210052,3.76825332642,3.51814460754,3.3285446167,3.19612264633
4.52548360825,4.76980638504,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.2120423317,1.93981945515,1.75976550579,1.70804107189,1.62157821655,1.58006155491,1.54294288158,1.50992512703,1.52133452892,1.496265769,1.51638889313,1.49920880795,1.52874898911,1.56394839287,1.60541260242,1.65389728546,1.71034491062,1.82596170902,1.95650219917,2.10491466522,2.43658137321,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.96619808674,1.17023742199,0.813936531544,0.638025164604,0.521977484226,0.446163892746,0.390378475189,0.355389237404,0.319584876299,0.282553613186,0.268202632666,0.278885155916,0.291304320097,0.305778086185,0.300702095032,0.339127033949,0.350184440613,0.385429829359,0.419297903776,0.45222890377,0.506631135941,0.559823572636,0.654584109783,0.789353132248,0.963349163532,2.76406240463,2.89905619621,3.1660387516,3.64014172554,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.52827501297,4.06194210052,3.76825332642,3.51814460754,3.3285446167,3.19612264633
4.52548360825,4.76980638504,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.2120423317,1.93981945515,1.75976550579,1.70804107189,1.62157821655,1.58006155491,1.54294288158,1.50992512703,1.52133452892,1.496265769,1.51638889313,1.49920880795,1.52874898911,1.56394839287,1.60541260242,1.65389728546,1.71034491062,1.82596170902,1.95650219917,2.10491466522,2.43658137321,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.96619808674,1.17023742199,0.813936531544,0.638025164604,0.521977484226,0.446163892746,0.390378475189,0.355389237404,0.319584876299,0.282553613186,0.268202632666,0.278885155916,0.291304320097,0.305778086185,0.300702095032,0.339127033949,0.350184440613,0.385429829359,0.419297903776,0.45222890377,0.506631135941,0.559823572636,0.654584109783,0.789353132248,0.963349163532,2.76406240463,2.89905619621,3.1660387516,3.64014172554,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.52827501297,4.06194210052,3.76825332642,3.51814460754,3.3285446167,3.19612264633
4.52548360825,4.76980638504,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.2120423317,1.93981945515,1.75976550579,1.70804107189,1.62157821655,1.58006155491,1.54294288158,1.50992512703,1.52133452892,1.496265769,1.51638889313,1.49920880795,1.52874898911,1.56394839287,1.60541260242,1.65389728546,1.71034491062,1.82596170902,1.95650219917,2.10491466522,2.43658137321,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.96619808674,1.17023742199,0.813936531544,0.638025164604,0.521977484226,0.446163892746,0.390378475189,0.355389237404,0.319584876299,0.282553613186,0.268202632666,0.278885155916,0.291304320097,0.305778086185,0.300702095032,0.339127033949,0.350184440613,0.385429829359,0.419297903776,0.45222890377,0.506631135941,0.559823572636,0.654584109783,0.789353132248,0.963349163532,2.76406240463,2.89905619621,3.1660387516,3.64014172554,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.52827501297,4.06194210052,3.76825332642,3.51814460754,3.3285446167,3.19612264633
4.52548360825,4.76980638504,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.2120423317,1.93981945515,1.75976550579,1.70804107189,1.62157821655,1.58006155491,1.54294288158,1.50992512703,1.52133452892,1.496265769,1.51638889313,1.49920880795,1.52874898911,1.56394839287,1.60541260242,1.65389728546,1.71034491062,1.82596170902,1.95650219917,2.10491466522,2.43658137321,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.96619808674,1.17023742199,0.813936531544,0.638025164604,0.521977484226,0.446163892746,0.390378475189,0.355389237404,0.319584876299,0.282553613186,0.268202632666,0.278885155916,0.291304320097,0.305778086185,0.300702095032,0.339127033949,0.350184440613,0.385429829359,0.419297903776,0.45222890377,0.506631135941,0.559823572636,0.654584109783,0.789353132248,0.963349163532,2.76406240463,2.89905619621,3.1660387516,3.64014172554,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.52827501297,4.06194210052,3.76825332642,3.51814460754,3.3285446167,3.19612264633
4.52548360825,4.76980638504,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.2120423317,1.93981945515,1.75976550579,1.70804107189,1.62157821655,1.58006155491,1.54294288158,1.50992512703,1.52133452892,1.496265769,1.51638889313,1.49920880795,1.52874898911,1.56394839287,1.60541260242,1.65389728546,1.71034491062,1.82596170902,1.95650219917,2.10491466522,2.43658137321,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.96619808674,1.17023742199,0.813936531544,0.638025164604,0.521977484226,0.446163892746,0.390378475189,0.355389237404,0.319584876299,0.282553613186,0.268202632666,0.278885155916,0.291304320097,0.305778086185,0.300702095032,0.339127033949,0.350184440613,0.385429829359,0.419297903776,0.45222890377,0.506631135941,0.559823572636,0.654584109783,0.789353132248,0.963349163532,2.76406240463,2.89905619621,3.1660387516,3.64014172554,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.52827501297,4.06194210052,3.76825332642,3.51814460754,3.3285446167,3.19612264633
4.52548360825,4.76980638504,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.2120423317,1.93981945515,1.75976550579,1.70804107189,1.62157821655,1.58006155491,1.54294288158,1.50992512703,1.52133452892,1.496265769,1.51638889313,1.49920880795,1.52874898911,1.56394839287,1.60541260242,1.65389728546,1.71034491062,1.82596170902,1.95650219917,2.10491466522,2.43658137321,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.96619808674,1.17023742199,0.813936531544,0.638025164604,0.521977484226,0.446163892746,0.390378475189,0.355389237404,0.319584876299,0.282553613186,0.268202632666,0.278885155916,0.291304320097,0.305778086185,0.300702095032,0.339127033949,0.350184440613,0.385429829359,0.419297903776,0.45222890377,0.506631135941,0.559823572636,0.654584109783,0.789353132248,0.963349163532,2.76406240463,2.89905619621,3.1660387516,3.64014172554,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.52827501297,4.06194210052,3.76825332642,3.51814460754,3.3285446167,3.19612264633
4.52548360825,4.76980638504,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.2120423317,1.93981945515,1.75976550579,1.70804107189,1.62157821655,1.58006155491,1.54294288158,1.50992512703,1.52133452892,1.496265769,1.51638889313,1.49920880795,1.52874898911,1.56394839287,1.60541260242,1.65389728546,1.71034491062,1.82596170902,1.95650219917,2.10491466522,2.43658137321,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.96619808674,1.17023742199,0.813936531544,0.638025164604,0.521977484226,0.446163892746,0.390378475189,0.355389237404,0.319584876299,0.282553613186,0.268202632666,0.278885155916,0.291304320097,0.305778086185,0.300702095032,0.339127033949,0.350184440613,0.385429829359,0.419297903776,0.45222890377,0.506631135941,0.559823572636,0.654584109783,0.789353132248,0.963349163532,2.76406240463,2.89905619621,3.1660387516,3.64014172554,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.52827501297,4.06194210052,3.76825332642,3.51814460754,3.3285446167,3.19612264633
